Impressão de campos da consulta;;;;;;;;Página: 1;

3779;;Aquisição de Seguro ref.;;Não;
3780;;Pagamento de Contribuição Sindical ref.;;Não;
3781;;Pagamento de Contribuição Assistencial ref.;;Não;
3782;;Pagamento de Contribuição Confederativa ref.;;Não;
3783;;Pagamento de CIDE ref.;;Não;
3784;;Pagamento de Guia Unificada de Impostos ref.;;Não;
3785;;Pagamento de Cursos e Treinamentos ref.;;Não;
3786;;Pagamento de Assinatura de Jornais, Revistas e Boletins ref.;;Não;
3787;;Pagamento de Multa e Juros s/Tributos ref.;;Não;
3788;;Correção monetária ref.;;Não;
3789;;Pagamento de Participação nos Lucros e Resultados ref.;;Não;
3790;;Recebimento de clientes cfe;;Não;
3791;;Pagamento de serviços tomados ref.;;Não;

SCI Ambiente Contábil ÚNICO;;;;
Impressão de campos da consulta;;;;;;;;Página: 13;

Código;Apelido;Nome;;Pula complemento;
3792;;Pagamento de seguro de vida em grupo ref.;;Não;
3793;;Pagamento de Despesas com Transporte ref.;;Não;
3794;;Recebimento de Juros Ativos no Trimestre;;Não;
3795;;Descontos Obtidos no Trimestre;;Não;
3796;;Juros s/ Mútuo;;Não;
3797;;Outras Receitas;;Não;
3798;;Pagamento de Despesas Legais e Judiciais Ref.;;Não;
3799;;Compra de Material de Higiene Ref.;;Não;
3800;;Pagamento de Anuidade de Cartão de Crédito Ref.;;Não;
3801;;Recebimento Parcela n° 1  N° Doc.;;Não;
3802;;Pagamento de Despesa com Participação em Feiras e Eventos Ref.;;Não;
3803;;Receita Com Ganho de Capital ref.;;Não;
3804;;Perdas Na Alienação de Bens do Ativo Imobilizado Ref.;;Não;
3805;;Recebimento de Empréstimo Ref.;;Não;
3806;;Pagamento de Material de Escritório ref.;;Não;
3807;;Pagamento de Consórcio Ref.;;Não;
3808;;Pagamento de ITBI Ref.;;Não;
3809;;Distribuição de Lucros a Pagar ref.;;Não;
3810;;Recibo de distribuição de lucros para;;Não;
3811;IRRF RETIDO;IRRF retido s/ Retirada de Lucro ref.:;;Não;
3812;;Desconto de Benefício ref.:;;Não;
3813;;Pagamento de Hospedagens de Sites Ref.;;Não;
3814;;Pedido de parcelamento de impostos federais ref.;;Não;
3815;;Pedido de parcelamento de impostos municipais ref.;;Não;
3816;;Encargos sobre o parcelamento de impostos ref.;;Não;
3817;Variação cambial;variação cambial passiva ref.;;Não;
3818;;Fatura de Conta de Internet nº;;Não;
3819;Despesa antecipada;Despesa antecipada ref.:;;Não;
3820;;Compra de Benefícios conf.;;Não;
3821;;Apropriação de Receita ref.;;Não;
3822;;Gastos com viagens e hospedagens ref.;;Não;
3823;Juros Ativo;Recebimento de Juros Ativo Ref.:;;Não;

SCI Ambiente Contábil ÚNICO;;;;
